DIA,EVENTO,LOTE
2020-01-13 00:00:00,1,J_6-13-133
2020-01-13 00:00:00,0,J_6-13-119
2020-01-13 00:00:00,1,J_7-13-60
2020-01-13 00:00:00,0,J_7-14-123
2020-01-13 00:00:00,1,J_6-14-110
2020-01-13 00:00:00,0,J_7-14-144
2020-01-13 00:00:00,1,J_6-15-110
2020-01-13 00:00:00,1,J_2-15-120
2020-01-13 00:00:00,0,J_5-15-66
2020-01-13 00:00:00,1,J_5-16-82
2020-01-13 00:00:00,0,J_9-16-149
2020-01-13 00:00:00,0,J_7-16-129
2020-01-13 00:00:00,1,J_3-16-62
2020-01-13 00:00:00,1,J_2-16-44
2020-01-13 00:00:00,1,J_8-17-130
2020-01-13 00:00:00,0,J_7-17-136
2020-01-13 00:00:00,0,J_8-17-89
2020-01-13 00:00:00,0,J_8-18-61
2020-01-13 00:00:00,0,J_2-18-41
2020-01-13 00:00:00,0,J_9-18-102
2020-01-13 00:00:00,1,J_9-18-91
2020-01-13 00:00:00,1,J_7-18-29
2020-01-13 00:00:00,0,J_5-18-133
2020-01-13 00:00:00,0,J_7-19-63
2020-01-13 00:00:00,0,J_8-19-50
2020-01-13 00:00:00,0,J_2-19-41
2020-01-14 00:00:00,0,J_5-6-122
2020-01-14 00:00:00,0,J_9-6-60
2020-01-14 00:00:00,0,J_8-7-114
2020-01-14 00:00:00,1,J_5-7-112
2020-01-14 00:00:00,0,J_2-7-70
2020-01-14 00:00:00,0,J_1-7-97
2020-01-14 00:00:00,0,J_6-8-45
2020-01-14 00:00:00,0,J_6-8-118
2020-01-14 00:00:00,1,J_3-8-102
2020-01-14 00:00:00,0,J_2-9-76
2020-01-14 00:00:00,0,J_3-9-27
2020-01-14 00:00:00,0,J_3-9-82
2020-01-14 00:00:00,1,J_6-10-139
2020-01-14 00:00:00,0,J_6-10-81
2020-01-14 00:00:00,1,J_4-10-36
2020-01-14 00:00:00,1,J_1-10-91
2020-01-14 00:00:00,0,J_9-10-120
2020-01-14 00:00:00,0,J_6-10-88
2020-01-14 00:00:00,1,J_7-11-49
2020-01-14 00:00:00,0,J_6-11-43
2020-01-14 00:00:00,1,J_1-11-39
2020-01-14 00:00:00,0,J_1-12-126
2020-01-14 00:00:00,0,J_8-13-94
2020-01-14 00:00:00,1,J_6-13-29
2020-01-14 00:00:00,1,J_5-13-98
2020-01-14 00:00:00,0,J_6-13-133
2020-01-14 00:00:00,1,J_6-13-119
2020-01-14 00:00:00,1,J_7-13-60
2020-01-14 00:00:00,0,J_7-14-123
2020-01-14 00:00:00,1,J_6-14-110
2020-01-14 00:00:00,0,J_7-14-144
2020-01-14 00:00:00,1,J_6-15-110
2020-01-14 00:00:00,1,J_2-15-120
2020-01-14 00:00:00,0,J_5-15-66
2020-01-14 00:00:00,0,J_5-16-82
2020-01-14 00:00:00,0,J_9-16-149
2020-01-14 00:00:00,0,J_7-16-129
2020-01-14 00:00:00,0,J_3-16-62
2020-01-14 00:00:00,1,J_2-16-44
2020-01-14 00:00:00,0,J_8-17-130
2020-01-14 00:00:00,1,J_7-17-136
2020-01-14 00:00:00,1,J_8-17-89
2020-01-14 00:00:00,0,J_8-18-61
2020-01-14 00:00:00,1,J_2-18-41
2020-01-14 00:00:00,0,J_9-18-102
2020-01-14 00:00:00,1,J_9-18-91
2020-01-14 00:00:00,1,J_7-18-29
2020-01-14 00:00:00,1,J_5-18-133
2020-01-14 00:00:00,0,J_7-19-63
2020-01-14 00:00:00,0,J_8-19-50
2020-01-14 00:00:00,0,J_2-19-41
2020-01-14 00:00:00,0,J_5-20-130
2020-01-14 00:00:00,0,J_1-20-58
2020-01-14 00:00:00,0,J_6-20-78
2020-01-14 00:00:00,1,J_9-20-38
2020-01-14 00:00:00,0,J_3-20-83
2020-01-14 00:00:00,0,J_9-20-74
2020-01-15 00:00:00,1,J_8-7-114
2020-01-15 00:00:00,0,J_5-7-112
2020-01-15 00:00:00,0,J_2-7-70
2020-01-15 00:00:00,0,J_1-7-97
2020-01-15 00:00:00,0,J_6-8-45
2020-01-15 00:00:00,1,J_6-8-118
2020-01-15 00:00:00,1,J_3-8-102
2020-01-15 00:00:00,1,J_2-9-76
2020-01-15 00:00:00,1,J_3-9-27
2020-01-15 00:00:00,0,J_3-9-82
2020-01-15 00:00:00,0,J_6-10-139
2020-01-15 00:00:00,1,J_6-10-81
2020-01-15 00:00:00,1,J_4-10-36
2020-01-15 00:00:00,0,J_1-10-91
2020-01-15 00:00:00,0,J_9-10-120
2020-01-15 00:00:00,1,J_6-10-88
2020-01-15 00:00:00,0,J_7-11-49
2020-01-15 00:00:00,1,J_6-11-43
2020-01-15 00:00:00,0,J_1-11-39
2020-01-15 00:00:00,0,J_1-12-126
2020-01-15 00:00:00,1,J_8-13-94
2020-01-15 00:00:00,1,J_6-13-29
2020-01-15 00:00:00,1,J_5-13-98
2020-01-15 00:00:00,0,J_6-13-133
2020-01-15 00:00:00,0,J_6-13-119
2020-01-15 00:00:00,0,J_7-13-60
2020-01-15 00:00:00,0,J_7-14-123
2020-01-15 00:00:00,0,J_6-14-110
2020-01-15 00:00:00,0,J_7-14-144
2020-01-15 00:00:00,1,J_6-15-110
2020-01-15 00:00:00,0,J_2-15-120
2020-01-15 00:00:00,1,J_5-15-66
2020-01-15 00:00:00,0,J_5-16-82
2020-01-15 00:00:00,0,J_9-16-149
2020-01-15 00:00:00,1,J_7-16-129
2020-01-15 00:00:00,1,J_3-16-62
2020-01-15 00:00:00,0,J_2-16-44
2020-01-15 00:00:00,0,J_8-17-130
2020-01-15 00:00:00,0,J_7-17-136
2020-01-15 00:00:00,0,J_8-17-89
2020-01-15 00:00:00,0,J_8-18-61
2020-01-15 00:00:00,0,J_2-18-41
2020-01-15 00:00:00,0,J_9-18-102
2020-01-15 00:00:00,0,J_9-18-91
2020-01-15 00:00:00,0,J_7-18-29
2020-01-15 00:00:00,0,J_5-18-133
2020-01-15 00:00:00,1,J_7-19-63
2020-01-15 00:00:00,1,J_8-19-50
2020-01-15 00:00:00,1,J_2-19-41
2020-01-15 00:00:00,0,J_5-20-130
2020-01-15 00:00:00,0,J_1-20-58
2020-01-15 00:00:00,0,J_6-20-78
2020-01-15 00:00:00,1,J_9-20-38
2020-01-15 00:00:00,1,J_3-20-83
2020-01-15 00:00:00,0,J_9-20-74
2020-01-15 00:00:00,0,J_2-21-113
2020-01-15 00:00:00,1,J_3-21-117
2020-01-16 00:00:00,1,J_6-8-45
2020-01-16 00:00:00,0,J_6-8-118
2020-01-16 00:00:00,1,J_3-8-102
2020-01-16 00:00:00,1,J_2-9-76
2020-01-16 00:00:00,1,J_3-9-27
2020-01-16 00:00:00,1,J_3-9-82
2020-01-16 00:00:00,1,J_6-10-139
2020-01-16 00:00:00,1,J_6-10-81
2020-01-16 00:00:00,1,J_4-10-36
2020-01-16 00:00:00,1,J_1-10-91
2020-01-16 00:00:00,0,J_9-10-120
2020-01-16 00:00:00,0,J_6-10-88
2020-01-16 00:00:00,1,J_7-11-49
2020-01-16 00:00:00,0,J_6-11-43
2020-01-16 00:00:00,1,J_1-11-39
2020-01-16 00:00:00,1,J_1-12-126
2020-01-16 00:00:00,1,J_8-13-94
2020-01-16 00:00:00,1,J_6-13-29
2020-01-16 00:00:00,0,J_5-13-98
2020-01-16 00:00:00,1,J_6-13-133
2020-01-16 00:00:00,1,J_6-13-119
2020-01-16 00:00:00,1,J_7-13-60
2020-01-16 00:00:00,0,J_7-14-123
2020-01-16 00:00:00,0,J_6-14-110
2020-01-16 00:00:00,0,J_7-14-144
2020-01-16 00:00:00,0,J_6-15-110
2020-01-16 00:00:00,1,J_2-15-120
2020-01-16 00:00:00,1,J_5-15-66
2020-01-16 00:00:00,0,J_5-16-82
2020-01-16 00:00:00,0,J_9-16-149
2020-01-16 00:00:00,0,J_7-16-129
2020-01-16 00:00:00,0,J_3-16-62
2020-01-16 00:00:00,0,J_2-16-44
2020-01-16 00:00:00,0,J_8-17-130
2020-01-16 00:00:00,1,J_7-17-136
2020-01-16 00:00:00,0,J_8-17-89
2020-01-16 00:00:00,1,J_8-18-61
2020-01-16 00:00:00,0,J_2-18-41
2020-01-16 00:00:00,1,J_9-18-102
2020-01-16 00:00:00,1,J_9-18-91
2020-01-16 00:00:00,1,J_7-18-29
2020-01-16 00:00:00,0,J_5-18-133
2020-01-16 00:00:00,0,J_7-19-63
2020-01-16 00:00:00,1,J_8-19-50
2020-01-16 00:00:00,1,J_2-19-41
2020-01-16 00:00:00,0,J_5-20-130
2020-01-16 00:00:00,1,J_1-20-58
2020-01-16 00:00:00,0,J_6-20-78
2020-01-16 00:00:00,0,J_9-20-38
2020-01-16 00:00:00,0,J_3-20-83
2020-01-16 00:00:00,0,J_9-20-74
2020-01-16 00:00:00,0,J_2-21-113
2020-01-16 00:00:00,0,J_3-21-117
2020-01-16 00:00:00,0,J_9-22-103
2020-01-16 00:00:00,0,J_9-22-81
2020-01-16 00:00:00,0,J_1-22-99
2020-01-16 00:00:00,1,J_4-22-95
2020-01-16 00:00:00,0,J_9-22-142
2020-01-16 00:00:00,0,J_3-22-74
2020-01-16 00:00:00,0,J_3-22-52
2020-01-16 00:00:00,1,J_9-22-70
2020-01-16 00:00:00,1,J_8-22-140
2020-01-17 00:00:00,1,J_2-9-76
2020-01-17 00:00:00,1,J_3-9-27
2020-01-17 00:00:00,0,J_3-9-82
2020-01-17 00:00:00,0,J_6-10-139
2020-01-17 00:00:00,0,J_6-10-81
2020-01-17 00:00:00,1,J_4-10-36
2020-01-17 00:00:00,0,J_1-10-91
2020-01-17 00:00:00,1,J_9-10-120
2020-01-17 00:00:00,0,J_6-10-88
2020-01-17 00:00:00,0,J_7-11-49
2020-01-17 00:00:00,1,J_6-11-43
2020-01-17 00:00:00,0,J_1-11-39
2020-01-17 00:00:00,1,J_1-12-126
2020-01-17 00:00:00,0,J_8-13-94
2020-01-17 00:00:00,1,J_6-13-29
2020-01-17 00:00:00,1,J_5-13-98
2020-01-17 00:00:00,0,J_6-13-133
2020-01-17 00:00:00,0,J_6-13-119
2020-01-17 00:00:00,0,J_7-13-60
2020-01-17 00:00:00,0,J_7-14-123
2020-01-17 00:00:00,1,J_6-14-110
2020-01-17 00:00:00,1,J_7-14-144
2020-01-17 00:00:00,1,J_6-15-110
2020-01-17 00:00:00,0,J_2-15-120
2020-01-17 00:00:00,0,J_5-15-66
2020-01-17 00:00:00,0,J_5-16-82
2020-01-17 00:00:00,0,J_9-16-149
2020-01-17 00:00:00,1,J_7-16-129
2020-01-17 00:00:00,0,J_3-16-62
2020-01-17 00:00:00,1,J_2-16-44
2020-01-17 00:00:00,1,J_8-17-130
2020-01-17 00:00:00,1,J_7-17-136
2020-01-17 00:00:00,0,J_8-17-89
2020-01-17 00:00:00,0,J_8-18-61
2020-01-17 00:00:00,0,J_2-18-41
2020-01-17 00:00:00,0,J_9-18-102
2020-01-17 00:00:00,0,J_9-18-91
2020-01-17 00:00:00,1,J_7-18-29
2020-01-17 00:00:00,0,J_5-18-133
2020-01-17 00:00:00,1,J_7-19-63
2020-01-17 00:00:00,1,J_8-19-50
2020-01-17 00:00:00,0,J_2-19-41
2020-01-17 00:00:00,1,J_5-20-130
2020-01-17 00:00:00,0,J_1-20-58
2020-01-17 00:00:00,0,J_6-20-78
2020-01-17 00:00:00,0,J_9-20-38
2020-01-17 00:00:00,0,J_3-20-83
2020-01-17 00:00:00,0,J_9-20-74
2020-01-17 00:00:00,0,J_2-21-113
2020-01-17 00:00:00,0,J_3-21-117
2020-01-17 00:00:00,1,J_9-22-103
2020-01-17 00:00:00,1,J_9-22-81
2020-01-17 00:00:00,1,J_1-22-99
2020-01-17 00:00:00,1,J_4-22-95
2020-01-17 00:00:00,0,J_9-22-142
2020-01-17 00:00:00,0,J_3-22-74
2020-01-17 00:00:00,1,J_3-22-52
2020-01-17 00:00:00,1,J_9-22-70
2020-01-17 00:00:00,0,J_8-22-140
2020-01-17 00:00:00,0,J_5-23-104
2020-01-17 00:00:00,0,J_4-23-85
2020-01-17 00:00:00,0,J_2-23-28
2020-01-17 00:00:00,1,J_1-23-122
2020-01-18 00:00:00,0,J_6-10-139
2020-01-18 00:00:00,1,J_6-10-81
2020-01-18 00:00:00,0,J_4-10-36
2020-01-18 00:00:00,1,J_1-10-91
2020-01-18 00:00:00,0,J_9-10-120
2020-01-18 00:00:00,1,J_6-10-88
2020-01-18 00:00:00,0,J_7-11-49
2020-01-18 00:00:00,0,J_6-11-43
2020-01-18 00:00:00,0,J_1-11-39
2020-01-18 00:00:00,0,J_1-12-126
2020-01-18 00:00:00,0,J_8-13-94
2020-01-18 00:00:00,1,J_6-13-29
2020-01-18 00:00:00,0,J_5-13-98
2020-01-18 00:00:00,1,J_6-13-133
2020-01-18 00:00:00,0,J_6-13-119
2020-01-18 00:00:00,1,J_7-13-60
2020-01-18 00:00:00,1,J_7-14-123
2020-01-18 00:00:00,0,J_6-14-110
2020-01-18 00:00:00,1,J_7-14-144
2020-01-18 00:00:00,0,J_6-15-110
2020-01-18 00:00:00,1,J_2-15-120
2020-01-18 00:00:00,0,J_5-15-66
2020-01-18 00:00:00,0,J_5-16-82
2020-01-18 00:00:00,1,J_9-16-149
2020-01-18 00:00:00,0,J_7-16-129
2020-01-18 00:00:00,0,J_3-16-62
2020-01-18 00:00:00,0,J_2-16-44
2020-01-18 00:00:00,1,J_8-17-130
2020-01-18 00:00:00,1,J_7-17-136
2020-01-18 00:00:00,0,J_8-17-89
2020-01-18 00:00:00,1,J_8-18-61
2020-01-18 00:00:00,1,J_2-18-41
2020-01-18 00:00:00,0,J_9-18-102
2020-01-18 00:00:00,1,J_9-18-91
2020-01-18 00:00:00,1,J_7-18-29
2020-01-18 00:00:00,0,J_5-18-133
2020-01-18 00:00:00,0,J_7-19-63
2020-01-18 00:00:00,0,J_8-19-50
2020-01-18 00:00:00,0,J_2-19-41
2020-01-18 00:00:00,0,J_5-20-130
2020-01-18 00:00:00,1,J_1-20-58
2020-01-18 00:00:00,1,J_6-20-78
2020-01-18 00:00:00,0,J_9-20-38
2020-01-18 00:00:00,0,J_3-20-83
2020-01-18 00:00:00,1,J_9-20-74
2020-01-18 00:00:00,0,J_2-21-113
2020-01-18 00:00:00,0,J_3-21-117
2020-01-18 00:00:00,0,J_9-22-103
2020-01-18 00:00:00,1,J_9-22-81
2020-01-18 00:00:00,0,J_1-22-99
2020-01-18 00:00:00,0,J_4-22-95
2020-01-18 00:00:00,1,J_9-22-142
2020-01-18 00:00:00,1,J_3-22-74
2020-01-18 00:00:00,0,J_3-22-52
2020-01-18 00:00:00,1,J_9-22-70
2020-01-18 00:00:00,0,J_8-22-140
2020-01-18 00:00:00,1,J_5-23-104
2020-01-18 00:00:00,1,J_4-23-85
2020-01-18 00:00:00,1,J_2-23-28
2020-01-18 00:00:00,0,J_1-23-122
2020-01-18 00:00:00,0,J_6-24-111
2020-01-18 00:00:00,1,J_6-24-107
2020-01-18 00:00:00,0,J_1-24-99
2020-01-18 00:00:00,0,J_6-24-57
2020-01-19 00:00:00,1,J_7-11-49
2020-01-19 00:00:00,1,J_6-11-43
2020-01-19 00:00:00,1,J_1-11-39
2020-01-19 00:00:00,0,J_1-12-126
2020-01-19 00:00:00,1,J_8-13-94
2020-01-19 00:00:00,0,J_6-13-29
2020-01-19 00:00:00,1,J_5-13-98
2020-01-19 00:00:00,0,J_6-13-133
2020-01-19 00:00:00,1,J_6-13-119
2020-01-19 00:00:00,0,J_7-13-60
2020-01-19 00:00:00,1,J_7-14-123
2020-01-19 00:00:00,0,J_6-14-110
2020-01-19 00:00:00,0,J_7-14-144
2020-01-19 00:00:00,1,J_6-15-110
2020-01-19 00:00:00,1,J_2-15-120
2020-01-19 00:00:00,1,J_5-15-66
2020-01-19 00:00:00,0,J_5-16-82
2020-01-19 00:00:00,0,J_9-16-149
2020-01-19 00:00:00,0,J_7-16-129
2020-01-19 00:00:00,1,J_3-16-62
2020-01-19 00:00:00,1,J_2-16-44
2020-01-19 00:00:00,0,J_8-17-130
2020-01-19 00:00:00,1,J_7-17-136
2020-01-19 00:00:00,0,J_8-17-89
2020-01-19 00:00:00,0,J_8-18-61
2020-01-19 00:00:00,0,J_2-18-41
2020-01-19 00:00:00,0,J_9-18-102
2020-01-19 00:00:00,1,J_9-18-91
2020-01-19 00:00:00,0,J_7-18-29
2020-01-19 00:00:00,1,J_5-18-133
2020-01-19 00:00:00,1,J_7-19-63
2020-01-19 00:00:00,1,J_8-19-50
2020-01-19 00:00:00,1,J_2-19-41
2020-01-19 00:00:00,1,J_5-20-130
2020-01-19 00:00:00,1,J_1-20-58
2020-01-19 00:00:00,1,J_6-20-78
2020-01-19 00:00:00,0,J_9-20-38
2020-01-19 00:00:00,0,J_3-20-83
2020-01-19 00:00:00,1,J_9-20-74
2020-01-19 00:00:00,0,J_2-21-113
2020-01-19 00:00:00,1,J_3-21-117
2020-01-19 00:00:00,0,J_9-22-103
2020-01-19 00:00:00,1,J_9-22-81
2020-01-19 00:00:00,0,J_1-22-99
2020-01-19 00:00:00,1,J_4-22-95
2020-01-19 00:00:00,1,J_9-22-142
2020-01-19 00:00:00,0,J_3-22-74
2020-01-19 00:00:00,1,J_3-22-52
2020-01-19 00:00:00,1,J_9-22-70
2020-01-19 00:00:00,0,J_8-22-140
2020-01-19 00:00:00,0,J_5-23-104
2020-01-19 00:00:00,0,J_4-23-85
2020-01-19 00:00:00,0,J_2-23-28
2020-01-19 00:00:00,1,J_1-23-122
2020-01-19 00:00:00,1,J_6-24-111
2020-01-19 00:00:00,0,J_6-24-107
2020-01-19 00:00:00,0,J_1-24-99
2020-01-19 00:00:00,0,J_6-24-57
2020-01-19 00:00:00,0,J_6-25-79
2020-01-19 00:00:00,0,J_8-25-139
2020-01-19 00:00:00,0,J_1-25-109
2020-01-19 00:00:00,0,J_9-25-34
2020-01-20 00:00:00,0,J_1-12-126
2020-01-20 00:00:00,0,J_8-13-94
2020-01-20 00:00:00,0,J_6-13-29
2020-01-20 00:00:00,0,J_5-13-98
2020-01-20 00:00:00,0,J_6-13-133
2020-01-20 00:00:00,0,J_6-13-119
2020-01-20 00:00:00,1,J_7-13-60
2020-01-20 00:00:00,1,J_7-14-123
2020-01-20 00:00:00,1,J_6-14-110
2020-01-20 00:00:00,0,J_7-14-144
2020-01-20 00:00:00,1,J_6-15-110
2020-01-20 00:00:00,0,J_2-15-120
2020-01-20 00:00:00,0,J_5-15-66
2020-01-20 00:00:00,1,J_5-16-82
2020-01-20 00:00:00,0,J_9-16-149
2020-01-20 00:00:00,1,J_7-16-129
2020-01-20 00:00:00,0,J_3-16-62
2020-01-20 00:00:00,1,J_2-16-44
2020-01-20 00:00:00,1,J_8-17-130
2020-01-20 00:00:00,1,J_7-17-136
2020-01-20 00:00:00,0,J_8-17-89
2020-01-20 00:00:00,0,J_8-18-61
2020-01-20 00:00:00,0,J_2-18-41
2020-01-20 00:00:00,0,J_9-18-102
2020-01-20 00:00:00,0,J_9-18-91
2020-01-20 00:00:00,1,J_7-18-29
2020-01-20 00:00:00,1,J_5-18-133
2020-01-20 00:00:00,0,J_7-19-63
2020-01-20 00:00:00,1,J_8-19-50
2020-01-20 00:00:00,0,J_2-19-41
2020-01-20 00:00:00,1,J_5-20-130
2020-01-20 00:00:00,1,J_1-20-58
2020-01-20 00:00:00,1,J_6-20-78
2020-01-20 00:00:00,1,J_9-20-38
2020-01-20 00:00:00,0,J_3-20-83
2020-01-20 00:00:00,1,J_9-20-74
2020-01-20 00:00:00,1,J_2-21-113
2020-01-20 00:00:00,0,J_3-21-117
2020-01-20 00:00:00,0,J_9-22-103
2020-01-20 00:00:00,1,J_9-22-81
2020-01-20 00:00:00,1,J_1-22-99
2020-01-20 00:00:00,0,J_4-22-95
2020-01-20 00:00:00,1,J_9-22-142
2020-01-20 00:00:00,1,J_3-22-74
2020-01-20 00:00:00,0,J_3-22-52
2020-01-20 00:00:00,0,J_9-22-70
2020-01-20 00:00:00,1,J_8-22-140
2020-01-20 00:00:00,0,J_5-23-104
2020-01-20 00:00:00,1,J_4-23-85
2020-01-20 00:00:00,1,J_2-23-28
2020-01-20 00:00:00,1,J_1-23-122
2020-01-20 00:00:00,1,J_6-24-111
2020-01-20 00:00:00,0,J_6-24-107
2020-01-20 00:00:00,0,J_1-24-99
2020-01-20 00:00:00,0,J_6-24-57
2020-01-20 00:00:00,0,J_6-25-79
2020-01-20 00:00:00,0,J_8-25-139
2020-01-20 00:00:00,0,J_1-25-109
2020-01-20 00:00:00,1,J_9-25-34
2020-01-20 00:00:00,0,J_1-26-87
2020-01-20 00:00:00,0,J_2-26-51
2020-01-20 00:00:00,0,J_3-26-142
2020-01-20 00:00:00,1,J_2-26-145
2020-01-21 00:00:00,0,J_8-13-94
2020-01-21 00:00:00,0,J_6-13-29
2020-01-21 00:00:00,0,J_5-13-98
2020-01-21 00:00:00,0,J_6-13-133
2020-01-21 00:00:00,0,J_6-13-119
2020-01-21 00:00:00,0,J_7-13-60
2020-01-21 00:00:00,1,J_7-14-123
2020-01-21 00:00:00,0,J_6-14-110
2020-01-21 00:00:00,1,J_7-14-144
2020-01-21 00:00:00,1,J_6-15-110
2020-01-21 00:00:00,0,J_2-15-120
2020-01-21 00:00:00,1,J_5-15-66
2020-01-21 00:00:00,1,J_5-16-82
2020-01-21 00:00:00,0,J_9-16-149
2020-01-21 00:00:00,0,J_7-16-129
2020-01-21 00:00:00,1,J_3-16-62
2020-01-21 00:00:00,0,J_2-16-44
2020-01-21 00:00:00,1,J_8-17-130
2020-01-21 00:00:00,0,J_7-17-136
2020-01-21 00:00:00,0,J_8-17-89
2020-01-21 00:00:00,1,J_8-18-61
2020-01-21 00:00:00,0,J_2-18-41
2020-01-21 00:00:00,0,J_9-18-102
2020-01-21 00:00:00,1,J_9-18-91
2020-01-21 00:00:00,1,J_7-18-29
2020-01-21 00:00:00,0,J_5-18-133
2020-01-21 00:00:00,1,J_7-19-63
2020-01-21 00:00:00,0,J_8-19-50
2020-01-21 00:00:00,0,J_2-19-41
2020-01-21 00:00:00,0,J_5-20-130
2020-01-21 00:00:00,1,J_1-20-58
2020-01-21 00:00:00,0,J_6-20-78
2020-01-21 00:00:00,1,J_9-20-38
2020-01-21 00:00:00,0,J_3-20-83
2020-01-21 00:00:00,1,J_9-20-74
2020-01-21 00:00:00,1,J_2-21-113
2020-01-21 00:00:00,1,J_3-21-117
2020-01-21 00:00:00,0,J_9-22-103
2020-01-21 00:00:00,0,J_9-22-81
2020-01-21 00:00:00,1,J_1-22-99
2020-01-21 00:00:00,0,J_4-22-95
2020-01-21 00:00:00,0,J_9-22-142
2020-01-21 00:00:00,0,J_3-22-74
2020-01-21 00:00:00,0,J_3-22-52
2020-01-21 00:00:00,1,J_9-22-70
2020-01-21 00:00:00,1,J_8-22-140
2020-01-21 00:00:00,1,J_5-23-104
2020-01-21 00:00:00,1,J_4-23-85
2020-01-21 00:00:00,1,J_2-23-28
2020-01-21 00:00:00,1,J_1-23-122
2020-01-21 00:00:00,0,J_6-24-111
2020-01-21 00:00:00,0,J_6-24-107
2020-01-21 00:00:00,0,J_1-24-99
2020-01-21 00:00:00,0,J_6-24-57
2020-01-21 00:00:00,0,J_6-25-79
2020-01-21 00:00:00,1,J_8-25-139
2020-01-21 00:00:00,1,J_1-25-109
2020-01-21 00:00:00,1,J_9-25-34
2020-01-21 00:00:00,1,J_1-26-87
2020-01-21 00:00:00,1,J_2-26-51
2020-01-21 00:00:00,0,J_3-26-142
2020-01-21 00:00:00,0,J_2-26-145
2020-01-21 00:00:00,0,J_2-27-130
2020-01-21 00:00:00,0,J_2-27-35
2020-01-21 00:00:00,0,J_2-27-114
2020-01-21 00:00:00,0,J_8-27-98
2020-01-21 00:00:00,0,J_4-27-54
2020-01-22 00:00:00,0,J_7-14-123
2020-01-22 00:00:00,0,J_6-14-110
2020-01-22 00:00:00,1,J_7-14-144
2020-01-22 00:00:00,0,J_6-15-110
2020-01-22 00:00:00,1,J_2-15-120
2020-01-22 00:00:00,0,J_5-15-66
2020-01-22 00:00:00,1,J_5-16-82
2020-01-22 00:00:00,0,J_9-16-149
2020-01-22 00:00:00,0,J_7-16-129
2020-01-22 00:00:00,1,J_3-16-62
2020-01-22 00:00:00,1,J_2-16-44
2020-01-22 00:00:00,0,J_8-17-130
2020-01-22 00:00:00,0,J_7-17-136
2020-01-22 00:00:00,1,J_8-17-89
2020-01-22 00:00:00,1,J_8-18-61
2020-01-22 00:00:00,0,J_2-18-41
2020-01-22 00:00:00,1,J_9-18-102
2020-01-22 00:00:00,1,J_9-18-91
2020-01-22 00:00:00,0,J_7-18-29
2020-01-22 00:00:00,0,J_5-18-133
2020-01-22 00:00:00,0,J_7-19-63
2020-01-22 00:00:00,1,J_8-19-50
2020-01-22 00:00:00,0,J_2-19-41
2020-01-22 00:00:00,1,J_5-20-130
2020-01-22 00:00:00,0,J_1-20-58
2020-01-22 00:00:00,0,J_6-20-78
2020-01-22 00:00:00,0,J_9-20-38
2020-01-22 00:00:00,0,J_3-20-83
2020-01-22 00:00:00,1,J_9-20-74
2020-01-22 00:00:00,0,J_2-21-113
2020-01-22 00:00:00,1,J_3-21-117
2020-01-22 00:00:00,0,J_9-22-103
2020-01-22 00:00:00,0,J_9-22-81
2020-01-22 00:00:00,1,J_1-22-99
2020-01-22 00:00:00,1,J_4-22-95
2020-01-22 00:00:00,1,J_9-22-142
2020-01-22 00:00:00,0,J_3-22-74
2020-01-22 00:00:00,1,J_3-22-52
2020-01-22 00:00:00,0,J_9-22-70
2020-01-22 00:00:00,0,J_8-22-140
2020-01-22 00:00:00,1,J_5-23-104
2020-01-22 00:00:00,0,J_4-23-85
2020-01-22 00:00:00,0,J_2-23-28
2020-01-22 00:00:00,1,J_1-23-122
2020-01-22 00:00:00,1,J_6-24-111
2020-01-22 00:00:00,0,J_6-24-107
2020-01-22 00:00:00,0,J_1-24-99
2020-01-22 00:00:00,0,J_6-24-57
2020-01-22 00:00:00,1,J_6-25-79
2020-01-22 00:00:00,0,J_8-25-139
2020-01-22 00:00:00,0,J_1-25-109
2020-01-22 00:00:00,1,J_9-25-34
2020-01-22 00:00:00,0,J_1-26-87
2020-01-22 00:00:00,1,J_2-26-51
2020-01-22 00:00:00,0,J_3-26-142
2020-01-22 00:00:00,1,J_2-26-145
2020-01-22 00:00:00,1,J_2-27-130
2020-01-22 00:00:00,0,J_2-27-35
2020-01-22 00:00:00,1,J_2-27-114
2020-01-22 00:00:00,0,J_8-27-98
2020-01-22 00:00:00,0,J_4-27-54
2020-01-23 00:00:00,1,J_6-15-110
2020-01-23 00:00:00,0,J_2-15-120
2020-01-23 00:00:00,1,J_5-15-66
2020-01-23 00:00:00,0,J_5-16-82
2020-01-23 00:00:00,0,J_9-16-149
2020-01-23 00:00:00,1,J_7-16-129
2020-01-23 00:00:00,1,J_3-16-62
2020-01-23 00:00:00,1,J_2-16-44
2020-01-23 00:00:00,0,J_8-17-130
2020-01-23 00:00:00,1,J_7-17-136
2020-01-23 00:00:00,0,J_8-17-89
2020-01-23 00:00:00,1,J_8-18-61
2020-01-23 00:00:00,0,J_2-18-41
2020-01-23 00:00:00,0,J_9-18-102
2020-01-23 00:00:00,1,J_9-18-91
2020-01-23 00:00:00,0,J_7-18-29
2020-01-23 00:00:00,1,J_5-18-133
2020-01-23 00:00:00,1,J_7-19-63
2020-01-23 00:00:00,1,J_8-19-50
2020-01-23 00:00:00,0,J_2-19-41
2020-01-23 00:00:00,1,J_5-20-130
2020-01-23 00:00:00,0,J_1-20-58
2020-01-23 00:00:00,0,J_6-20-78
2020-01-23 00:00:00,1,J_9-20-38
2020-01-23 00:00:00,1,J_3-20-83
2020-01-23 00:00:00,1,J_9-20-74
